,encoded_id,order_approved_at_month,product_8,product_12,product_36,product_56,product_75,product_160,product_188,product_214,product_288,product_300,product_372,product_426,product_504,product_559,product_594,product_614,product_651,product_655,product_700,product_725,product_732,product_734,product_762,product_789,product_814,product_843,product_846,product_860,product_878,product_927,product_945,product_959,product_970,product_972,product_973,product_985,product_986,product_1020,product_1021,product_1032,product_1134,product_1159,product_1229,product_1272,product_1273,product_1274,product_1277,product_1308,product_1318,product_1326,product_1449,product_1452,product_1455,product_1464,product_1477,product_1505,product_1554,product_1604,product_1627,product_1628,product_1638,product_1689,product_1690,product_1713,product_1735,product_1812,product_1822,product_1910,product_1933,product_1977,product_1997,product_2029,product_2049,product_2066,product_2067,product_2080,product_2175,product_2203,product_2208,product_2227,product_2241,product_2247,product_2264,product_2284,product_2314,product_2362,product_2416,product_2475,product_2481,product_2506,product_2591,product_2623,product_2638,product_2653,product_2682,product_2694,product_2701,product_2765,product_2798,product_2814,product_2862,product_2877,product_2885,product_2903,product_2937,product_2943,product_2946,product_2956,product_2964,product_3054,product_3077,product_3128,product_3148,product_3159,product_3163,product_3181,product_3207,product_3227,product_3304,product_3329,product_3332,product_3343,product_3365,product_3376,product_3380,product_3436,product_3451,product_3555,product_3630,product_3724,product_3817,product_3862,product_4003,product_4074,product_4100,product_4148,product_4182,product_4190,product_4268,product_4300,product_4417,product_4480,product_4502,product_4551,product_4688,product_4713,product_4756,product_4768,product_4869,product_4885,product_4898,product_4962,product_5009,product_5019,product_5059,product_5084,product_5132,product_5186,product_5213,product_5224,product_5231,product_5275,product_5281,product_5282,product_5382,product_5456,product_5473,product_5522,product_5530,product_5557,product_5571,product_5638,product_5659,product_5667,product_5678,product_5770,product_5789,product_5803,product_5930,product_5969,product_6040,product_6051,product_6060,product_6063,product_6064,product_6125,product_6155,product_6162,product_6163,product_6203,product_6259,product_6288,product_6309,product_6376,product_6496,product_6561,product_6565,product_6605,product_6635,product_6644,product_6668,product_6674,product_6677,product_6710,product_6752,product_6764,product_6793,product_6817,product_6824,product_6862,product_6864,product_6913,product_6961,product_6988,product_7097,product_7107,product_7139,product_7194,product_7200,product_7206,product_7346,product_7354,product_7481,product_7575,product_7587,product_7682,product_7707,product_7806,product_7824,product_7849,product_7855,product_7876,product_7880,product_7886,product_7902,product_7922,product_7949,product_8048,product_8050,product_8082,product_8190,product_8274,product_8286,product_8299,product_8305,product_8346,product_8366,product_8399,product_8413,product_8414,product_8489,product_8512,product_8522,product_8611,product_8778,product_8787,product_8837,product_8978,product_9005,product_9056,product_9113,product_9183,product_9186,product_9190,product_9191,product_9206,product_9267,product_9314,product_9410,product_9445,product_9447,product_9511,product_9666,product_9674,product_9683,product_9723,product_9761,product_9772,product_9785,product_9813,product_9833,product_9889,product_9962,product_9979,product_9998,product_10008,product_10047,product_10060,product_10070,product_10120,product_10131,product_10150,product_10173,product_10181,product_10187,product_10220,product_10266,product_10272,product_10280,product_10298,product_10375,product_10398,product_10424,product_10453,product_10487,product_10514,product_10523,product_10557,product_10560,product_10573,product_10621,product_10624,product_10668,product_10697,product_10719,product_10754,product_10856,product_10917,product_11029,product_11036,product_11087,product_11096,product_11110,product_11134,product_11136,product_11189,product_11217,product_11343,product_11360,product_11379,product_11402,product_11439,product_11549,product_11613,product_11623,product_11668,product_11685,product_11713,product_11760,product_11814,product_11845,product_11881,product_11895,product_11917,product_11947,product_11992,product_12012,product_12035,product_12072,product_12121,product_12133,product_12163,product_12183,product_12241,product_12250,product_12334,product_12402,product_12412,product_12420,product_12449,product_12484,product_12508,product_12516,product_12614,product_12616,product_12618,product_12642,product_12647,product_12674,product_12676,product_12751,product_12890,product_12935,product_12963,product_12976,product_12984,product_13028,product_13108,product_13118,product_13200,product_13220,product_13270,product_13284,product_13295,product_13325,product_13333,product_13347,product_13443,product_13494,product_13614,product_13617,product_13755,product_13758,product_13768,product_13803,product_13831,product_13845,product_13903,product_13953,product_13954,product_14005,product_14029,product_14059,product_14095,product_14102,product_14120,product_14165,product_14173,product_14189,product_14223,product_14237,product_14328,product_14349,product_14350,product_14376,product_14399,product_14454,product_14475,product_14500,product_14501,product_14532,product_14556,product_14579,product_14634,product_14712,product_14776,product_14786,product_14820,product_14830,product_14898,product_14916,product_14982,product_14987,product_15049,product_15078,product_15098,product_15107,product_15166,product_15175,product_15264,product_15271,product_15316,product_15317,product_15322,product_15519,product_15584,product_15598,product_15682,product_15700,product_15713,product_15729,product_15803,product_15938,product_15945,product_15976,product_16045,product_16147,product_16152,product_16161,product_16171,product_16172,product_16189,product_16228,product_16237,product_16241,product_16260,product_16273,product_16343,product_16360,product_16371,product_16377,product_16386,product_16495,product_16625,product_16627,product_16669,product_16784,product_16836,product_16837,product_16926,product_16931,product_16975,product_16987,product_16999,product_17009,product_17024,product_17058,product_17059,product_17088,product_17145,product_17207,product_17263,product_17268,product_17311,product_17338,product_17341,product_17358,product_17436,product_17456,product_17474,product_17475,product_17481,product_17561,product_17572,product_17603,product_17736,product_17745,product_17747,product_17763,product_17806,product_17845,product_17850,product_17947,product_18000,product_18037,product_18061,product_18062,product_18085,product_18093,product_18114,product_18160,product_18214,product_18221,product_18244,product_18342,product_18349,product_18369,product_18419,product_18439,product_18478,product_18501,product_18537,product_18544,product_18553,product_18668,product_18670,product_18760,product_18763,product_18841,product_18868,product_18912,product_18922,product_18973,product_18996,product_19005,product_19099,product_19197,product_19214,product_19223,product_19244,product_19261,product_19267,product_19327,product_19340,product_19374,product_19403,product_19417,product_19418,product_19469,product_19495,product_19512,product_19544,product_19572,product_19598,product_19628,product_19630,product_19650,product_19659,product_19673,product_19704,product_19740,product_19761,product_19810,product_19843,product_19867,product_19872,product_19884,product_19891,product_19896,product_19928,product_19943,product_19999,product_20008,product_20046,product_20112,product_20136,product_20142,product_20219,product_20248,product_20310,product_20330,product_20334,product_20345,product_20400,product_20414,product_20452,product_20462,product_20463,product_20483,product_20511,product_20526,product_20594,product_20617,product_20635,product_20706,product_20736,product_20761,product_20776,product_20806,product_20846,product_20884,product_20938,product_20972,product_20995,product_21016,product_21042,product_21078,product_21092,product_21202,product_21213,product_21262,product_21271,product_21275,product_21277,product_21345,product_21392,product_21478,product_21519,product_21591,product_21703,product_21719,product_21746,product_21804,product_21838,product_21870,product_21890,product_21897,product_21933,product_22020,product_22030,product_22080,product_22096,product_22110,product_22158,product_22220,product_22224,product_22230,product_22334,product_22355,product_22403,product_22469,product_22480,product_22486,product_22517,product_22627,product_22690,product_22765,product_22781,product_22789,product_22874,product_22949,product_22955,product_22999,product_23048,product_23073,product_23152,product_23169,product_23187,product_23197,product_23229,product_23273,product_23296,product_23397,product_23482,product_23563,product_23569,product_23651,product_23691,product_23724,product_23836,product_23881,product_23913,product_24002,product_24020,product_24050,product_24056,product_24098,product_24202,product_24275,product_24303,product_24377,product_24426,product_24435,product_24520,product_24549,product_24587,product_24617,product_24646,product_24654,product_24728,product_24798,product_24856,product_24895,product_24928,product_24937,product_24988,product_24993,product_25124,product_25133,product_25260,product_25275,product_25400,product_25426,product_25476,product_25477,product_25481,product_25492,product_25570,product_25599,product_25622,product_25694,product_25707,product_25723,product_25766,product_25834,product_25850,product_25870,product_25950,product_25955,product_25967,product_25978,product_26000,product_26027,product_26122,product_26136,product_26156,product_26215,product_26217,product_26226,product_26242,product_26272,product_26276,product_26281,product_26288,product_26382,product_26456,product_26721,product_26753,product_26896,product_26930,product_26935,product_26966,product_27125,product_27185,product_27196,product_27229,product_27303,product_27397,product_27399,product_27425,product_27428,product_27541,product_27557,product_27562,product_27595,product_27627,product_27709,product_27712,product_27762,product_27775,product_27816,product_27819,product_27900,product_27905,product_27935,product_28005,product_28018,product_28021,product_28032,product_28091,product_28134,product_28135,product_28148,product_28174,product_28234,product_28248,product_28293,product_28296,product_28313,product_28329,product_28330,product_28380,product_28411,product_28433,product_28447,product_28455,product_28468,product_28481,product_28491,product_28492,product_28523,product_28558,product_28625,product_28632,product_28634,product_28655,product_28676,product_28710,product_28722,product_28754,product_28783,product_28798,product_28806,product_28842,product_28880,product_28901,product_28925,product_28926,product_28932,product_28971,product_29016,product_29049,product_29073,product_29090,product_29091,product_29095,product_29119,product_29171,product_29179,product_29181,product_29183,product_29192,product_29204,product_29225,product_29234,product_29328,product_29373,product_29392,product_29413,product_29485,product_29487,product_29515,product_29573,product_29600,product_29643,product_29677,product_29697,product_29714,product_29750,product_29785,product_29822,product_29857,product_29918,product_29921,product_29938,product_29966,product_29969,product_29972,product_29991,product_30084,product_30117,product_30139,product_30166,product_30215,product_30236,product_30254,product_30272,product_30292,product_30315,product_30404,product_30406,product_30474,product_30487,product_30514,product_30545,product_30664,product_30703,product_30760,product_30761,product_30763,product_30798,product_30809,product_30817,product_30846,product_30892,product_30953,product_30955,product_30965,product_31061,product_31094,product_31099,product_31115,product_31138,product_31263,product_31266,product_31282,product_31298,product_31304,product_31310,product_31360,product_31366,product_31380,product_31475,product_31510,product_31572,product_31662,product_31694,product_31698,product_31781,product_31783,product_31836,product_31844,product_31854,product_31857
0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
